CBSA Code,CBSA Title,State Name
23500,"Gaffney, SC",South Carolina
23540,"Gainesville, FL",Florida
23540,"Gainesville, FL",Florida
23540,"Gainesville, FL",Florida
23580,"Gainesville, GA",Georgia
23620,"Gainesville, TX",Texas
23660,"Galesburg, IL",Illinois
23700,"Gallup, NM",New Mexico
23780,"Garden City, KS",Kansas
23780,"Garden City, KS",Kansas
23820,"Gardnerville Ranchos, NV",Nevada
23860,"Georgetown, SC",South Carolina
23900,"Gettysburg, PA",Pennsylvania
23940,"Gillette, WY",Wyoming
23940,"Gillette, WY",Wyoming
23940,"Gillette, WY",Wyoming
23980,"Glasgow, KY",Kentucky
23980,"Glasgow, KY",Kentucky
24020,"Glens Falls, NY",New York
24020,"Glens Falls, NY",New York
24060,"Glenwood Springs, CO",Colorado
24060,"Glenwood Springs, CO",Colorado
24100,"Gloversville, NY",New York
24140,"Goldsboro, NC",North Carolina
24180,"Granbury, TX",Texas
24220,"Grand Forks, ND-MN",Minnesota
24220,"Grand Forks, ND-MN",North Dakota
24260,"Grand Island, NE",Nebraska
24260,"Grand Island, NE",Nebraska
24260,"Grand Island, NE",Nebraska
24300,"Grand Junction, CO",Colorado
24330,"Grand Rapids, MN",Minnesota
24340,"Grand Rapids-Kentwood, MI",Michigan
24340,"Grand Rapids-Kentwood, MI",Michigan
24340,"Grand Rapids-Kentwood, MI",Michigan
24340,"Grand Rapids-Kentwood, MI",Michigan
24380,"Grants, NM",New Mexico
24420,"Grants Pass, OR",Oregon
24460,"Great Bend, KS",Kansas
24500,"Great Falls, MT",Montana
24540,"Greeley, CO",Colorado
24580,"Green Bay, WI",Wisconsin
24580,"Green Bay, WI",Wisconsin
24580,"Green Bay, WI",Wisconsin
24620,"Greeneville, TN",Tennessee
24660,"Greensboro-High Point, NC",North Carolina
24660,"Greensboro-High Point, NC",North Carolina
24660,"Greensboro-High Point, NC",North Carolina
24700,"Greensburg, IN",Indiana
24740,"Greenville, MS",Mississippi
24780,"Greenville, NC",North Carolina
24820,"Greenville, OH",Ohio
24860,"Greenville-Anderson, SC",South Carolina
24860,"Greenville-Anderson, SC",South Carolina
24860,"Greenville-Anderson, SC",South Carolina
24860,"Greenville-Anderson, SC",South Carolina
24900,"Greenwood, MS",Mississippi
24900,"Greenwood, MS",Mississippi
24940,"Greenwood, SC",South Carolina
24980,"Grenada, MS",Mississippi
25020,"Guayama, PR",Puerto Rico
25020,"Guayama, PR",Puerto Rico
25020,"Guayama, PR",Puerto Rico
25060,"Gulfport-Biloxi, MS",Mississippi
25060,"Gulfport-Biloxi, MS",Mississippi
25060,"Gulfport-Biloxi, MS",Mississippi
25060,"Gulfport-Biloxi, MS",Mississippi
25100,"Guymon, OK",Oklahoma
25180,"Hagerstown-Martinsburg, MD-WV",Maryland
25180,"Hagerstown-Martinsburg, MD-WV",West Virginia
25180,"Hagerstown-Martinsburg, MD-WV",West Virginia
25200,"Hailey, ID",Idaho
25200,"Hailey, ID",Idaho
25220,"Hammond, LA",Louisiana
25260,"Hanford-Corcoran, CA",California
25300,"Hannibal, MO",Missouri
25300,"Hannibal, MO",Missouri
25420,"Harrisburg-Carlisle, PA",Pennsylvania
25420,"Harrisburg-Carlisle, PA",Pennsylvania
25420,"Harrisburg-Carlisle, PA",Pennsylvania
25460,"Harrison, AR",Arkansas
25460,"Harrison, AR",Arkansas
25500,"Harrisonburg, VA",Virginia
25500,"Harrisonburg, VA",Virginia
25540,"Hartford-East Hartford-Middletown, CT",Connecticut
25540,"Hartford-East Hartford-Middletown, CT",Connecticut
25540,"Hartford-East Hartford-Middletown, CT",Connecticut
25580,"Hastings, NE",Nebraska
25620,"Hattiesburg, MS",Mississippi
25620,"Hattiesburg, MS",Mississippi
25620,"Hattiesburg, MS",Mississippi
25620,"Hattiesburg, MS",Mississippi
25700,"Hays, KS",Kansas
25720,"Heber, UT",Utah
25720,"Heber, UT",Utah
25740,"Helena, MT",Montana
25740,"Helena, MT",Montana
25760,"Helena-West Helena, AR",Arkansas
25780,"Henderson, NC",North Carolina
25820,"Hereford, TX",Texas
25840,"Hermiston-Pendleton, OR",Oregon
25840,"Hermiston-Pendleton, OR",Oregon
25860,"Hickory-Lenoir-Morganton, NC",North Carolina
25860,"Hickory-Lenoir-Morganton, NC",North Carolina
25860,"Hickory-Lenoir-Morganton, NC",North Carolina
25860,"Hickory-Lenoir-Morganton, NC",North Carolina
25880,"Hillsdale, MI",Michigan
25900,"Hilo, HI",Hawaii
25940,"Hilton Head Island-Bluffton, SC",South Carolina
25940,"Hilton Head Island-Bluffton, SC",South Carolina
25980,"Hinesville, GA",Georgia
25980,"Hinesville, GA",Georgia
26020,"Hobbs, NM",New Mexico
26090,"Holland, MI",Michigan
26140,"Homosassa Springs, FL",Florida
26220,"Hood River, OR",Oregon
26260,"Hope, AR",Arkansas
26260,"Hope, AR",Arkansas
26300,"Hot Springs, AR",Arkansas
26340,"Houghton, MI",Michigan
26340,"Houghton, MI",Michigan
26380,"Houma-Thibodaux, LA",Louisiana
26380,"Houma-Thibodaux, LA",Louisiana
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Texas
26460,"Hudson, NY",New York
26500,"Huntingdon, PA",Pennsylvania
26540,"Huntington, IN",Indiana
26580,"Huntington-Ashland, WV-KY-OH",Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Ohio
26580,"Huntington-Ashland, WV-KY-OH",West Virginia
26580,"Huntington-Ashland, WV-KY-OH",West Virginia
26580,"Huntington-Ashland, WV-KY-OH",West Virginia
26620,"Huntsville, AL",Alabama
26620,"Huntsville, AL",Alabama
26660,"Huntsville, TX",Texas
26700,"Huron, SD",South Dakota
26700,"Huron, SD",South Dakota
26740,"Hutchinson, KS",Kansas
26780,"Hutchinson, MN",Minnesota
26820,"Idaho Falls, ID",Idaho
26820,"Idaho Falls, ID",Idaho
26820,"Idaho Falls, ID",Idaho
26860,"Indiana, PA",Pennsylvania
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26900,"Indianapolis-Carmel-Anderson, IN",Indiana
26940,"Indianola, MS",Mississippi
26980,"Iowa City, IA",Iowa
26980,"Iowa City, IA",Iowa
27020,"Iron Mountain, MI-WI",Michigan
27020,"Iron Mountain, MI-WI",Wisconsin
27060,"Ithaca, NY",New York
27100,"Jackson, MI",Michigan
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27140,"Jackson, MS",Mississippi
27160,"Jackson, OH",Ohio
27180,"Jackson, TN",Tennessee
27180,"Jackson, TN",Tennessee
27180,"Jackson, TN",Tennessee
27180,"Jackson, TN",Tennessee
27220,"Jackson, WY-ID",Idaho
27220,"Jackson, WY-ID",Wyoming
27260,"Jacksonville, FL",Florida
27260,"Jacksonville, FL",Florida
27260,"Jacksonville, FL",Florida
27260,"Jacksonville, FL",Florida
27260,"Jacksonville, FL",Florida
27300,"Jacksonville, IL",Illinois
27300,"Jacksonville, IL",Illinois
27340,"Jacksonville, NC",North Carolina
27380,"Jacksonville, TX",Texas
27420,"Jamestown, ND",North Dakota
27460,"Jamestown-Dunkirk-Fredonia, NY",New York
27500,"Janesville-Beloit, WI",Wisconsin
27530,"Jasper, AL",Alabama
27540,"Jasper, IN",Indiana
27540,"Jasper, IN",Indiana
27580,"Jayuya, PR",Puerto Rico
27600,"Jefferson, GA",Georgia
27620,"Jefferson City, MO",Missouri
27620,"Jefferson City, MO",Missouri
27620,"Jefferson City, MO",Missouri
27620,"Jefferson City, MO",Missouri
27660,"Jennings, LA",Louisiana
27700,"Jesup, GA",Georgia
27740,"Johnson City, TN",Tennessee
27740,"Johnson City, TN",Tennessee
27740,"Johnson City, TN",Tennessee
27780,"Johnstown, PA",Pennsylvania
27860,"Jonesboro, AR",Arkansas
27860,"Jonesboro, AR",Arkansas
27900,"Joplin, MO",Missouri
27900,"Joplin, MO",Missouri
27940,"Juneau, AK",Alaska
27980,"Kahului-Wailuku-Lahaina, HI",Hawaii
28020,"Kalamazoo-Portage, MI",Michigan
28060,"Kalispell, MT",Montana
28100,"Kankakee, IL",Illinois
28140,"Kansas City, MO-KS",Kansas
28140,"Kansas City, MO-KS",Kansas
28140,"Kansas City, MO-KS",Kansas
28140,"Kansas City, MO-KS",Kansas
28140,"Kansas City, MO-KS",Kansas
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28140,"Kansas City, MO-KS",Missouri
28180,"Kapaa, HI",Hawaii
28260,"Kearney, NE",Nebraska
28260,"Kearney, NE",Nebraska
28300,"Keene, NH",New Hampshire
28340,"Kendallville, IN",Indiana
28380,"Kennett, MO",Missouri
28420,"Kennewick-Richland, WA",Washington
28420,"Kennewick-Richland, WA",Washington
28500,"Kerrville, TX",Texas
28540,"Ketchikan, AK",Alaska
28580,"Key West, FL",Florida
28620,"Kill Devil Hills, NC",North Carolina
28660,"Killeen-Temple, TX",Texas
28660,"Killeen-Temple, TX",Texas
28660,"Killeen-Temple, TX",Texas
28700,"Kingsport-Bristol, TN-VA",Tennessee
28700,"Kingsport-Bristol, TN-VA",Tennessee
28700,"Kingsport-Bristol, TN-VA",Virginia
28700,"Kingsport-Bristol, TN-VA",Virginia
28700,"Kingsport-Bristol, TN-VA",Virginia
28740,"Kingston, NY",New York
28780,"Kingsville, TX",Texas
28780,"Kingsville, TX",Texas
28820,"Kinston, NC",North Carolina
28860,"Kirksville, MO",Missouri
28860,"Kirksville, MO",Missouri
28900,"Klamath Falls, OR",Oregon
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
28940,"Knoxville, TN",Tennessee
29020,"Kokomo, IN",Indiana
29060,"Laconia, NH",New Hampshire
29100,"La Crosse-Onalaska, WI-MN",Minnesota
29100,"La Crosse-Onalaska, WI-MN",Wisconsin
29180,"Lafayette, LA",Louisiana
29180,"Lafayette, LA",Louisiana
29180,"Lafayette, LA",Louisiana
29180,"Lafayette, LA",Louisiana
29180,"Lafayette, LA",Louisiana
29200,"Lafayette-West Lafayette, IN",Indiana
29200,"Lafayette-West Lafayette, IN",Indiana
29200,"Lafayette-West Lafayette, IN",Indiana
29200,"Lafayette-West Lafayette, IN",Indiana
29260,"La Grande, OR",Oregon
29300,"LaGrange, GA-AL",Alabama
29300,"LaGrange, GA-AL",Georgia
29340,"Lake Charles, LA",Louisiana
29340,"Lake Charles, LA",Louisiana
29380,"Lake City, FL",Florida
29420,"Lake Havasu City-Kingman, AZ",Arizona
29460,"Lakeland-Winter Haven, FL",Florida
29500,"Lamesa, TX",Texas
29540,"Lancaster, PA",Pennsylvania
29620,"Lansing-East Lansing, MI",Michigan
29620,"Lansing-East Lansing, MI",Michigan
29620,"Lansing-East Lansing, MI",Michigan
29620,"Lansing-East Lansing, MI",Michigan
29660,"Laramie, WY",Wyoming
29700,"Laredo, TX",Texas
29740,"Las Cruces, NM",New Mexico
29780,"Las Vegas, NM",New Mexico
29780,"Las Vegas, NM",New Mexico
29820,"Las Vegas-Henderson-Paradise, NV",Nevada
29860,"Laurel, MS",Mississippi
29860,"Laurel, MS",Mississippi
29900,"Laurinburg, NC",North Carolina
29940,"Lawrence, KS",Kansas
29980,"Lawrenceburg, TN",Tennessee
30020,"Lawton, OK",Oklahoma
30020,"Lawton, OK",Oklahoma
30060,"Lebanon, MO",Missouri
30100,"Lebanon, NH-VT",New Hampshire
30100,"Lebanon, NH-VT",New Hampshire
30100,"Lebanon, NH-VT",Vermont
30100,"Lebanon, NH-VT",Vermont
30140,"Lebanon, PA",Pennsylvania
30220,"Levelland, TX",Texas
30260,"Lewisburg, PA",Pennsylvania
30280,"Lewisburg, TN",Tennessee
30300,"Lewiston, ID-WA",Idaho
30300,"Lewiston, ID-WA",Washington
30340,"Lewiston-Auburn, ME",Maine
30380,"Lewistown, PA",Pennsylvania
30420,"Lexington, NE",Nebraska
30420,"Lexington, NE",Nebraska
30460,"Lexington-Fayette, KY",Kentucky
30460,"Lexington-Fayette, KY",Kentucky
30460,"Lexington-Fayette, KY",Kentucky
30460,"Lexington-Fayette, KY",Kentucky
30460,"Lexington-Fayette, KY",Kentucky
30460,"Lexington-Fayette, KY",Kentucky
30580,"Liberal, KS",Kansas
30620,"Lima, OH",Ohio
30660,"Lincoln, IL",Illinois
30700,"Lincoln, NE",Nebraska
30700,"Lincoln, NE",Nebraska
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Arkansas
30820,"Lock Haven, PA",Pennsylvania
30860,"Logan, UT-ID",Idaho
30860,"Logan, UT-ID",Utah
30900,"Logansport, IN",Indiana
30940,"London, KY",Kentucky
30940,"London, KY",Kentucky
30940,"London, KY",Kentucky
30940,"London, KY",Kentucky
30980,"Longview, TX",Texas
30980,"Longview, TX",Texas
30980,"Longview, TX",Texas
30980,"Longview, TX",Texas
31020,"Longview, WA",Washington
31060,"Los Alamos, NM",New Mexico
31080,"Los Angeles-Long Beach-Anaheim, CA",California
31080,"Los Angeles-Long Beach-Anaheim, CA",California
31140,"Louisville/Jefferson County, KY-IN",Indiana
31140,"Louisville/Jefferson County, KY-IN",Indiana
31140,"Louisville/Jefferson County, KY-IN",Indiana
31140,"Louisville/Jefferson County, KY-IN",Indiana
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31140,"Louisville/Jefferson County, KY-IN",Kentucky
31180,"Lubbock, TX",Texas
31180,"Lubbock, TX",Texas
31180,"Lubbock, TX",Texas
31220,"Ludington, MI",Michigan
31260,"Lufkin, TX",Texas
31300,"Lumberton, NC",North Carolina
31340,"Lynchburg, VA",Virginia
31340,"Lynchburg, VA",Virginia
31340,"Lynchburg, VA",Virginia
31340,"Lynchburg, VA",Virginia
31340,"Lynchburg, VA",Virginia
31380,"Macomb, IL",Illinois
31420,"Macon-Bibb County, GA",Georgia
31420,"Macon-Bibb County, GA",Georgia
31420,"Macon-Bibb County, GA",Georgia
31420,"Macon-Bibb County, GA",Georgia
31420,"Macon-Bibb County, GA",Georgia
31460,"Madera, CA",California
31500,"Madison, IN",Indiana
31540,"Madison, WI",Wisconsin
31540,"Madison, WI",Wisconsin
31540,"Madison, WI",Wisconsin
31540,"Madison, WI",Wisconsin
31580,"Madisonville, KY",Kentucky
31620,"Magnolia, AR",Arkansas
31660,"Malone, NY",New York
31680,"Malvern, AR",Arkansas
31700,"Manchester-Nashua, NH",New Hampshire
31740,"Manhattan, KS",Kansas
31740,"Manhattan, KS",Kansas
31740,"Manhattan, KS",Kansas
31820,"Manitowoc, WI",Wisconsin
31860,"Mankato, MN",Minnesota
31860,"Mankato, MN",Minnesota
31900,"Mansfield, OH",Ohio
31930,"Marietta, OH",Ohio
31940,"Marinette, WI-MI",Michigan
31940,"Marinette, WI-MI",Wisconsin
31980,"Marion, IN",Indiana
32000,"Marion, NC",North Carolina
32020,"Marion, OH",Ohio
32100,"Marquette, MI",Michigan
32140,"Marshall, MN",Minnesota
32180,"Marshall, MO",Missouri
32260,"Marshalltown, IA",Iowa
32280,"Martin, TN",Tennessee
32300,"Martinsville, VA",Virginia
32300,"Martinsville, VA",Virginia
32340,"Maryville, MO",Missouri
32380,"Mason City, IA",Iowa
32380,"Mason City, IA",Iowa
32420,"Mayagüez, PR",Puerto Rico
32420,"Mayagüez, PR",Puerto Rico
32420,"Mayagüez, PR",Puerto Rico
32460,"Mayfield, KY",Kentucky
32500,"Maysville, KY",Kentucky
32540,"McAlester, OK",Oklahoma
32580,"McAllen-Edinburg-Mission, TX",Texas
32620,"McComb, MS",Mississippi
32660,"McMinnville, TN",Tennessee
32700,"McPherson, KS",Kansas
32740,"Meadville, PA",Pennsylvania
32780,"Medford, OR",Oregon
32820,"Memphis, TN-MS-AR",Arkansas
32820,"Memphis, TN-MS-AR",Mississippi
32820,"Memphis, TN-MS-AR",Mississippi
32820,"Memphis, TN-MS-AR",Mississippi
32820,"Memphis, TN-MS-AR",Mississippi
32820,"Memphis, TN-MS-AR",Tennessee
32820,"Memphis, TN-MS-AR",Tennessee
32820,"Memphis, TN-MS-AR",Tennessee
32860,"Menomonie, WI",Wisconsin
32900,"Merced, CA",California
32940,"Meridian, MS",Mississippi
32940,"Meridian, MS",Mississippi
32940,"Meridian, MS",Mississippi
33020,"Mexico, MO",Missouri
33060,"Miami, OK",Oklahoma
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Florida
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Florida
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Florida
33140,"Michigan City-La Porte, IN",Indiana
33180,"Middlesborough, KY",Kentucky
33220,"Midland, MI",Michigan
33260,"Midland, TX",Texas
33260,"Midland, TX",Texas
33300,"Milledgeville, GA",Georgia
33300,"Milledgeville, GA",Georgia
33340,"Milwaukee-Waukesha, WI",Wisconsin
33340,"Milwaukee-Waukesha, WI",Wisconsin
33340,"Milwaukee-Waukesha, WI",Wisconsin
33340,"Milwaukee-Waukesha, WI",Wisconsin
33380,"Minden, LA",Louisiana
33420,"Mineral Wells, TX",Texas
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Wisconsin
33500,"Minot, ND",North Dakota
33500,"Minot, ND",North Dakota
33500,"Minot, ND",North Dakota
33540,"Missoula, MT",Montana
33580,"Mitchell, SD",South Dakota
33580,"Mitchell, SD",South Dakota
33620,"Moberly, MO",Missouri
33660,"Mobile, AL",Alabama
33660,"Mobile, AL",Alabama
33700,"Modesto, CA",California
33740,"Monroe, LA",Louisiana
33740,"Monroe, LA",Louisiana
33740,"Monroe, LA",Louisiana
33780,"Monroe, MI",Michigan
33860,"Montgomery, AL",Alabama
33860,"Montgomery, AL",Alabama
33860,"Montgomery, AL",Alabama
33860,"Montgomery, AL",Alabama
33940,"Montrose, CO",Colorado
33940,"Montrose, CO",Colorado
33980,"Morehead City, NC",North Carolina
34020,"Morgan City, LA",Louisiana
34060,"Morgantown, WV",West Virginia
34060,"Morgantown, WV",West Virginia
34100,"Morristown, TN",Tennessee
34100,"Morristown, TN",Tennessee
34100,"Morristown, TN",Tennessee
34140,"Moscow, ID",Idaho
34180,"Moses Lake, WA",Washington
34220,"Moultrie, GA",Georgia
34260,"Mountain Home, AR",Arkansas
34300,"Mountain Home, ID",Idaho
34340,"Mount Airy, NC",North Carolina
34350,"Mount Gay-Shamrock, WV",West Virginia
34380,"Mount Pleasant, MI",Michigan
34420,"Mount Pleasant, TX",Texas
34420,"Mount Pleasant, TX",Texas
34460,"Mount Sterling, KY",Kentucky
34460,"Mount Sterling, KY",Kentucky
34460,"Mount Sterling, KY",Kentucky
34500,"Mount Vernon, IL",Illinois
34540,"Mount Vernon, OH",Ohio
34580,"Mount Vernon-Anacortes, WA",Washington
34620,"Muncie, IN",Indiana
34660,"Murray, KY",Kentucky
34700,"Muscatine, IA",Iowa
34740,"Muskegon, MI",Michigan
34780,"Muskogee, OK",Oklahoma
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",North Carolina
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",South Carolina
34860,"Nacogdoches, TX",Texas
34900,"Napa, CA",California
34940,"Naples-Marco Island, FL",Florida
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Tennessee
35020,"Natchez, MS-LA",Louisiana
35020,"Natchez, MS-LA",Mississippi
35060,"Natchitoches, LA",Louisiana
35100,"New Bern, NC",North Carolina
35100,"New Bern, NC",North Carolina
35100,"New Bern, NC",North Carolina
35140,"Newberry, SC",South Carolina
35220,"New Castle, IN",Indiana
35260,"New Castle, PA",Pennsylvania
35300,"New Haven-Milford, CT",Connecticut
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35380,"New Orleans-Metairie, LA",Louisiana
35420,"New Philadelphia-Dover, OH",Ohio
35440,"Newport, OR",Oregon
35460,"Newport, TN",Tennessee
35580,"New Ulm, MN",Minnesota
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Pennsylvania
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York
35660,"Niles, MI",Michigan
35700,"Nogales, AZ",Arizona
35740,"Norfolk, NE",Nebraska
35740,"Norfolk, NE",Nebraska
35740,"Norfolk, NE",Nebraska
35820,"North Platte, NE",Nebraska
35820,"North Platte, NE",Nebraska
35820,"North Platte, NE",Nebraska
35840,"North Port-Sarasota-Bradenton, FL",Florida
35840,"North Port-Sarasota-Bradenton, FL",Florida
35860,"North Vernon, IN",Indiana
35900,"North Wilkesboro, NC",North Carolina
35940,"Norwalk, OH",Ohio
35980,"Norwich-New London, CT",Connecticut
36020,"Oak Harbor, WA",Washington
36100,"Ocala, FL",Florida
36140,"Ocean City, NJ",New Jersey
36220,"Odessa, TX",Texas
36260,"Ogden-Clearfield, UT",Utah
36260,"Ogden-Clearfield, UT",Utah
36260,"Ogden-Clearfield, UT",Utah
36260,"Ogden-Clearfield, UT",Utah
36300,"Ogdensburg-Massena, NY",New York
36340,"Oil City, PA",Pennsylvania
36380,"Okeechobee, FL",Florida
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36420,"Oklahoma City, OK",Oklahoma
36460,"Olean, NY",New York
36500,"Olympia-Lacey-Tumwater, WA",Washington
36540,"Omaha-Council Bluffs, NE-IA",Iowa
36540,"Omaha-Council Bluffs, NE-IA",Iowa
36540,"Omaha-Council Bluffs, NE-IA",Iowa
36540,"Omaha-Council Bluffs, NE-IA",Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Nebraska
36580,"Oneonta, NY",New York
36620,"Ontario, OR-ID",Idaho
36620,"Ontario, OR-ID",Oregon
36660,"Opelousas, LA",Louisiana
36700,"Orangeburg, SC",South Carolina
36740,"Orlando-Kissimmee-Sanford, FL",Florida
36740,"Orlando-Kissimmee-Sanford, FL",Florida
36740,"Orlando-Kissimmee-Sanford, FL",Florida
36740,"Orlando-Kissimmee-Sanford, FL",Florida
